SeniorCitizen,tenure,MonthlyCharges,gender_encoded,Dependents_encoded,PhoneService_encoded,MultipleLines_encoded,Churn_encoded,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,EstimatedTotalCharges,ContractLengthMonths,ServiceCount,IsNewCustomer,TenureGroup_New (0-12mo),TenureGroup_Established (13-24mo),TenureGroup_Loyal (25-48mo),TenureGroup_Very Loyal (49-72mo)
0,52,39,0,0,0,0,0,True,False,True,False,False,2028,1,1,0,False,False,False,True
0,72,92,0,0,1,1,0,False,True,True,False,False,6624,1,3,0,False,False,False,True
0,72,117,1,1,1,0,0,True,False,False,True,False,8424,12,2,0,False,False,False,True
1,18,20,0,0,1,1,0,False,True,False,False,True,360,24,3,0,False,True,False,False
0,14,75,0,0,1,0,1,True,False,True,False,False,1050,1,2,0,False,True,False,False
0,69,20,1,0,1,0,0,True,False,False,False,True,1380,24,2,0,False,False,False,True
0,51,56,0,0,0,0,0,True,False,True,False,False,2856,1,1,0,False,False,False,True
0,2,20,0,1,1,0,0,True,False,True,False,False,40,1,2,1,True,False,False,False
0,43,75,0,1,1,0,0,True,False,False,True,False,3225,12,2,0,False,False,True,False
1,28,39,0,1,0,0,0,True,False,False,True,False,1092,12,1,0,False,False,True,False
0,3,35,1,0,0,1,1,False,True,False,False,True,105,24,2,1,True,False,False,False
0,15,88,1,0,1,1,0,False,True,True,False,False,1320,1,3,0,False,True,False,False
0,4,40,1,0,0,0,0,True,False,True,False,False,160,1,1,1,True,False,False,False
0,44,20,1,0,1,1,0,False,True,False,False,True,880,24,3,0,False,False,True,False
0,4,92,0,0,1,0,1,False,True,False,True,False,368,12,2,1,True,False,False,False
0,17,19,0,0,1,0,0,False,True,False,False,True,323,24,2,0,False,True,False,False
0,4,50,1,0,1,1,1,True,False,False,True,False,200,12,3,1,True,False,False,False
0,2,91,1,0,1,0,0,True,False,False,False,True,182,24,2,1,True,False,False,False
0,10,80,1,0,1,1,1,False,True,True,False,False,800,1,3,0,True,False,False,False
0,15,20,1,0,1,1,0,True,False,False,False,True,300,24,3,0,False,True,False,False
0,62,24,0,0,1,0,0,True,False,False,False,True,1488,24,2,0,False,False,False,True
0,1,82,0,0,1,1,1,True,False,False,False,True,82,24,3,1,True,False,False,False
0,45,85,1,0,1,1,0,False,True,False,True,False,3825,12,3,0,False,False,True,False
1,67,103,1,0,1,0,0,True,False,True,False,False,6901,1,2,0,False,False,False,True
0,61,61,0,1,0,0,0,True,False,False,True,False,3721,12,1,0,False,False,False,True
0,70,101,1,1,1,1,0,False,True,False,True,False,7070,12,3,0,False,False,False,True
0,51,44,1,0,0,1,0,True,False,True,False,False,2244,1,2,0,False,False,False,True
1,46,100,0,0,1,1,0,False,True,True,False,False,4600,1,3,0,False,False,True,False
0,11,91,1,1,1,0,0,True,False,True,False,False,1001,1,2,0,True,False,False,False
0,70,98,0,0,1,1,0,False,True,False,False,True,6860,24,3,0,False,False,False,True
0,50,90,1,0,1,1,0,False,True,True,False,False,4500,1,3,0,False,False,False,True
0,43,79,0,0,1,0,0,True,False,True,False,False,3397,1,2,0,False,False,True,False
0,23,30,1,1,0,0,0,False,True,True,False,False,690,1,1,0,False,True,False,False
0,16,63,0,0,1,0,0,True,False,False,True,False,1008,12,2,0,False,True,False,False
0,43,60,0,1,0,0,0,False,True,True,False,False,2580,1,1,0,False,False,True,False
0,23,91,0,1,1,1,0,False,True,False,True,False,2093,12,3,0,False,True,False,False
0,7,24,1,0,0,0,0,True,False,False,True,False,168,12,1,0,True,False,False,False
1,65,101,1,0,1,0,0,True,False,True,False,False,6565,1,2,0,False,False,False,True
0,69,81,1,1,1,1,0,True,False,False,False,True,5589,24,3,0,False,False,False,True
1,72,65,1,1,0,1,0,False,True,True,False,False,4680,1,2,0,False,False,False,True
0,41,90,1,0,1,0,0,True,False,False,True,False,3690,12,2,0,False,False,True,False
0,42,34,0,0,0,0,1,False,True,True,False,False,1428,1,1,0,False,False,True,False
1,24,104,1,0,1,0,1,True,False,False,False,True,2496,24,2,0,False,True,False,False
0,69,21,1,1,1,0,0,True,False,False,True,False,1449,12,2,0,False,False,False,True
0,15,25,0,0,1,0,1,True,False,True,False,False,375,1,2,0,False,True,False,False
0,1,71,0,0,1,0,0,True,False,False,True,False,71,12,2,1,True,False,False,False
0,70,106,0,1,1,1,0,True,False,False,False,True,7420,24,3,0,False,False,False,True
0,13,78,1,1,1,1,0,False,True,True,False,False,1014,1,3,0,False,True,False,False
0,72,85,1,0,1,1,0,False,True,False,True,False,6120,12,3,0,False,False,False,True
0,1,96,0,0,1,0,1,True,False,True,False,False,96,1,2,1,True,False,False,False
0,71,113,0,0,1,1,0,True,False,False,False,True,8023,24,3,0,False,False,False,True
1,59,94,0,0,1,1,0,True,False,False,True,False,5546,12,3,0,False,False,False,True
0,25,41,1,1,0,0,0,False,True,True,False,False,1025,1,1,0,False,False,True,False
0,22,61,0,1,1,0,1,True,False,False,False,True,1342,24,2,0,False,True,False,False
0,70,88,1,0,1,0,0,False,True,True,False,False,6160,1,2,0,False,False,False,True
0,63,105,1,0,1,1,0,False,True,False,True,False,6615,12,3,0,False,False,False,True
0,20,91,1,0,1,0,0,True,False,False,False,True,1820,24,2,0,False,True,False,False
0,36,35,1,0,0,0,0,True,False,True,False,False,1260,1,1,0,False,False,True,False
0,12,62,0,0,1,0,1,True,False,False,True,False,744,12,2,0,True,False,False,False
0,63,100,1,0,1,1,0,False,True,True,False,False,6300,1,3,0,False,False,False,True
0,1,23,1,0,0,0,1,False,True,True,False,False,23,1,1,1,True,False,False,False
0,37,19,0,1,1,0,0,True,False,False,True,False,703,12,2,0,False,False,True,False
0,42,99,0,0,1,1,0,False,True,True,False,False,4158,1,3,0,False,False,True,False
0,11,65,1,1,1,1,0,False,True,True,False,False,715,1,3,0,True,False,False,False
0,11,74,1,0,1,0,1,True,False,True,False,False,814,1,2,0,True,False,False,False
0,4,29,0,0,0,1,0,False,True,True,False,False,116,1,2,1,True,False,False,False
0,64,54,0,1,1,0,0,False,True,False,True,False,3456,12,2,0,False,False,False,True
0,41,78,0,1,1,0,0,False,True,True,False,False,3198,1,2,0,False,False,True,False
0,4,80,1,0,1,0,0,True,False,False,False,True,320,24,2,1,True,False,False,False
0,29,25,1,0,0,1,0,False,True,True,False,False,725,1,2,0,False,False,True,False
1,3,70,0,0,1,1,1,True,False,False,True,False,210,12,3,1,True,False,False,False
0,11,61,1,0,1,0,0,False,True,False,False,True,671,24,2,0,True,False,False,False
0,45,81,0,1,1,0,0,True,False,True,False,False,3645,1,2,0,False,False,True,False
0,66,20,1,1,1,1,0,True,False,False,False,True,1320,24,3,0,False,False,False,True
0,68,26,0,0,1,0,0,True,False,False,True,False,1768,12,2,0,False,False,False,True
0,20,59,1,0,1,0,0,True,False,True,False,False,1180,1,2,0,False,True,False,False
0,6,85,1,0,1,1,1,True,False,False,True,False,510,12,3,1,True,False,False,False
0,4,21,0,1,1,0,0,True,False,False,True,False,84,12,2,1,True,False,False,False
1,53,102,1,0,1,0,1,True,False,False,True,False,5406,12,2,0,False,False,False,True
0,43,66,1,0,1,0,0,True,False,False,True,False,2838,12,2,0,False,False,True,False
0,1,20,1,0,1,1,0,False,True,False,False,True,20,24,3,1,True,False,False,False
0,72,110,0,1,1,1,0,False,True,True,False,False,7920,1,3,0,False,False,False,True
0,67,103,0,0,1,0,1,True,False,True,False,False,6901,1,2,0,False,False,False,True
0,17,97,1,0,1,1,0,False,True,False,False,True,1649,24,3,0,False,True,False,False
0,64,58,0,0,1,1,0,False,True,False,True,False,3712,12,3,0,False,False,False,True
0,64,111,0,1,1,1,0,False,True,True,False,False,7104,1,3,0,False,False,False,True
1,68,20,1,0,1,1,0,False,True,False,True,False,1360,12,3,0,False,False,False,True
0,48,104,0,0,1,0,0,True,False,True,False,False,4992,1,2,0,False,False,True,False
0,1,21,0,0,1,0,0,True,False,True,False,False,21,1,2,1,True,False,False,False
1,25,90,0,0,1,0,1,True,False,True,False,False,2250,1,2,0,False,False,True,False
0,25,85,1,0,1,0,1,False,True,True,False,False,2125,1,2,0,False,False,True,False
0,59,114,1,0,1,0,0,True,False,False,True,False,6726,12,2,0,False,False,False,True
0,3,74,1,0,1,0,0,True,False,False,False,True,222,24,2,1,True,False,False,False
0,62,20,1,0,1,0,0,True,False,True,False,False,1240,1,2,0,False,False,False,True
0,4,57,1,0,1,1,0,False,True,True,False,False,228,1,3,1,True,False,False,False
0,23,24,1,1,1,1,0,False,True,False,False,True,552,24,3,0,False,True,False,False
1,37,37,1,0,0,0,0,True,False,False,True,False,1369,12,1,0,False,False,True,False
0,46,95,1,0,1,1,0,False,True,True,False,False,4370,1,3,0,False,False,True,False
0,50,70,1,1,1,0,0,False,True,True,False,False,3500,1,2,0,False,False,False,True
0,2,20,0,0,1,1,0,False,True,True,False,False,40,1,3,1,True,False,False,False
0,72,79,0,1,1,1,0,False,True,True,False,False,5688,1,3,0,False,False,False,True
1,56,110,0,0,1,1,0,True,False,False,True,False,6160,12,3,0,False,False,False,True
0,41,20,1,1,1,0,0,False,True,False,True,False,820,12,2,0,False,False,True,False
0,12,49,0,0,1,0,0,True,False,False,True,False,588,12,2,0,True,False,False,False
0,70,25,1,0,1,1,0,True,False,False,False,True,1750,24,3,0,False,False,False,True
0,4,20,0,1,1,0,0,True,False,True,False,False,80,1,2,1,True,False,False,False
0,35,89,1,0,1,0,0,True,False,False,False,True,3115,24,2,0,False,False,True,False
0,24,75,1,1,1,1,0,True,False,False,True,False,1800,12,3,0,False,True,False,False
1,42,85,0,0,1,1,1,True,False,False,False,True,3570,24,3,0,False,False,True,False
0,51,99,0,0,1,1,0,False,True,True,False,False,5049,1,3,0,False,False,False,True
0,67,70,0,1,1,1,0,False,True,False,True,False,4690,12,3,0,False,False,False,True
0,16,81,1,0,1,1,0,True,False,True,False,False,1296,1,3,0,False,True,False,False
0,7,70,1,1,1,0,0,False,True,True,False,False,490,1,2,0,True,False,False,False
0,15,19,1,0,1,1,0,False,True,True,False,False,285,1,3,0,False,True,False,False
0,3,75,0,0,1,1,0,True,False,False,False,True,225,24,3,1,True,False,False,False
0,12,34,1,0,0,1,0,False,True,True,False,False,408,1,2,0,True,False,False,False
0,26,19,0,0,1,0,0,True,False,True,False,False,494,1,2,0,False,False,True,False
0,11,90,0,0,1,0,1,False,True,True,False,False,990,1,2,0,True,False,False,False
0,34,57,1,0,1,1,0,False,True,True,False,False,1938,1,3,0,False,False,True,False
0,22,100,1,1,1,1,0,True,False,False,True,False,2200,12,3,0,False,True,False,False
0,1,85,0,0,1,1,1,True,False,True,False,False,85,1,3,1,True,False,False,False
0,22,25,1,0,1,1,0,True,False,False,False,True,550,24,3,0,False,True,False,False
1,47,67,0,0,1,0,0,True,False,False,False,True,3149,24,2,0,False,False,True,False
0,7,59,1,1,0,0,0,True,False,True,False,False,413,1,1,0,True,False,False,False
0,72,104,1,1,1,1,0,False,True,True,False,False,7488,1,3,0,False,False,False,True
0,23,40,1,1,0,1,0,True,False,False,False,True,920,24,2,0,False,True,False,False
0,39,19,1,1,1,1,0,False,True,False,False,True,741,24,3,0,False,False,True,False
0,71,83,1,0,1,0,0,False,True,False,False,True,5893,24,2,0,False,False,False,True
1,6,98,0,0,1,0,1,True,False,True,False,False,588,1,2,1,True,False,False,False
1,35,101,1,0,1,1,0,False,True,False,True,False,3535,12,3,0,False,False,True,False
0,71,76,0,1,1,1,0,False,True,True,False,False,5396,1,3,0,False,False,False,True
0,26,20,0,1,1,1,0,True,False,True,False,False,520,1,3,0,False,False,True,False
0,56,98,0,0,1,0,1,False,True,True,False,False,5488,1,2,0,False,False,False,True
0,8,94,0,1,1,1,1,True,False,False,False,True,752,24,3,0,True,False,False,False
0,59,107,1,0,1,1,1,False,True,False,True,False,6313,12,3,0,False,False,False,True
0,18,50,1,0,1,1,1,False,True,True,False,False,900,1,3,0,False,True,False,False
0,37,40,1,1,0,0,0,True,False,True,False,False,1480,1,1,0,False,False,True,False
0,58,20,1,1,1,0,0,True,False,True,False,False,1160,1,2,0,False,False,False,True
1,8,94,0,0,1,1,1,True,False,True,False,False,752,1,3,0,True,False,False,False
0,63,105,1,1,1,0,0,False,True,True,False,False,6615,1,2,0,False,False,False,True
0,14,59,0,1,1,0,0,True,False,True,False,False,826,1,2,0,False,True,False,False
0,36,19,0,0,1,1,0,True,False,False,False,True,684,24,3,0,False,False,True,False
1,36,92,0,0,1,1,0,True,False,False,False,True,3312,24,3,0,False,False,True,False
0,72,101,0,0,1,1,0,False,True,False,True,False,7272,12,3,0,False,False,False,True
0,1,40,0,1,0,0,1,False,True,True,False,False,40,1,1,1,True,False,False,False
0,56,52,1,1,0,0,0,True,False,False,False,True,2912,24,1,0,False,False,False,True
1,20,84,1,0,1,0,0,True,False,False,True,False,1680,12,2,0,False,True,False,False
0,70,24,1,0,1,0,0,True,False,True,False,False,1680,1,2,0,False,False,False,True
0,48,79,1,1,1,0,0,False,True,True,False,False,3792,1,2,0,False,False,True,False
0,15,52,1,0,1,0,1,True,False,True,False,False,780,1,2,0,False,True,False,False
1,68,96,1,0,1,1,0,False,True,True,False,False,6528,1,3,0,False,False,False,True
0,1,80,1,1,1,0,1,False,True,True,False,False,80,1,2,1,True,False,False,False
0,7,67,0,0,1,0,0,True,False,False,False,True,469,24,2,0,True,False,False,False
0,8,20,0,0,1,0,1,True,False,True,False,False,160,1,2,0,True,False,False,False
0,30,95,1,0,1,1,0,False,True,True,False,False,2850,1,3,0,False,False,True,False
0,68,54,1,0,0,0,0,False,True,True,False,False,3672,1,1,0,False,False,False,True
0,5,81,1,0,1,1,1,False,True,True,False,False,405,1,3,1,True,False,False,False
0,1,48,0,0,1,1,0,True,False,False,True,False,48,12,3,1,True,False,False,False
0,54,104,1,0,1,1,1,True,False,True,False,False,5616,1,3,0,False,False,False,True
0,12,25,1,1,1,0,0,True,False,True,False,False,300,1,2,0,True,False,False,False
0,9,65,0,1,1,0,1,True,False,True,False,False,585,1,2,0,True,False,False,False
0,13,74,1,1,1,0,1,True,False,False,False,True,962,24,2,0,False,True,False,False
0,42,20,1,0,1,0,0,True,False,True,False,False,840,1,2,0,False,False,True,False
0,61,119,0,0,1,1,0,False,True,True,False,False,7259,1,3,0,False,False,False,True
1,72,65,1,0,0,0,0,True,False,False,False,True,4680,24,1,0,False,False,False,True
0,71,21,1,0,1,0,0,True,False,False,False,True,1491,24,2,0,False,False,False,True
0,23,20,0,0,1,0,0,True,False,False,True,False,460,12,2,0,False,True,False,False
1,66,79,1,1,1,0,1,True,False,True,False,False,5214,1,2,0,False,False,False,True
0,46,109,1,0,1,0,0,True,False,True,False,False,5014,1,2,0,False,False,True,False
1,33,94,1,0,1,1,0,False,True,False,True,False,3102,12,3,0,False,False,True,False
0,47,20,0,1,1,0,0,True,False,False,True,False,940,12,2,0,False,False,True,False
0,72,25,0,1,1,1,0,False,True,True,False,False,1800,1,3,0,False,False,False,True
0,41,106,0,0,1,0,1,True,False,True,False,False,4346,1,2,0,False,False,True,False
0,18,90,0,0,1,0,1,True,False,False,False,True,1620,24,2,0,False,True,False,False
0,6,84,1,1,1,1,1,False,True,True,False,False,504,1,3,1,True,False,False,False
0,35,20,0,1,1,1,0,True,False,True,False,False,700,1,3,0,False,False,True,False
0,65,59,0,0,1,1,0,False,True,True,False,False,3835,1,3,0,False,False,False,True
1,72,77,1,0,1,0,0,True,False,False,True,False,5544,12,2,0,False,False,False,True
0,1,55,0,0,1,0,0,True,False,True,False,False,55,1,2,1,True,False,False,False
0,51,94,0,1,1,0,0,True,False,True,False,False,4794,1,2,0,False,False,False,True
1,4,89,0,0,1,1,1,False,True,False,True,False,356,12,3,1,True,False,False,False
1,2,90,0,0,1,0,1,True,False,True,False,False,180,1,2,1,True,False,False,False
0,68,24,1,0,1,0,0,True,False,True,False,False,1632,1,2,0,False,False,False,True
0,48,79,1,0,1,0,0,True,False,True,False,False,3792,1,2,0,False,False,True,False
0,39,59,0,0,1,1,0,False,True,False,True,False,2301,12,3,0,False,False,True,False
0,66,92,0,0,1,0,0,True,False,False,False,True,6072,24,2,0,False,False,False,True
0,4,87,0,1,1,1,1,True,False,False,False,True,348,24,3,1,True,False,False,False
0,41,100,1,0,1,0,0,True,False,False,True,False,4100,12,2,0,False,False,True,False
0,4,106,0,0,1,0,1,True,False,True,False,False,424,1,2,1,True,False,False,False
0,62,108,1,1,1,0,0,True,False,True,False,False,6696,1,2,0,False,False,False,True
0,31,20,0,1,1,1,0,False,True,True,False,False,620,1,3,0,False,False,True,False
0,71,81,1,0,1,0,0,False,True,True,False,False,5751,1,2,0,False,False,False,True
0,9,75,0,0,1,1,1,True,False,False,True,False,675,12,3,0,True,False,False,False
1,46,110,0,1,1,0,0,True,False,False,False,True,5060,24,2,0,False,False,True,False
0,17,62,0,1,1,0,0,True,False,True,False,False,1054,1,2,0,False,True,False,False
0,71,26,1,0,1,1,0,False,True,False,False,True,1846,24,3,0,False,False,False,True
0,42,60,0,0,1,0,0,True,False,True,False,False,2520,1,2,0,False,False,True,False
0,49,20,0,0,1,0,0,False,True,True,False,False,980,1,2,0,False,False,False,True
0,1,19,0,1,1,0,1,True,False,True,False,False,19,1,2,1,True,False,False,False
0,69,44,0,1,0,0,0,True,False,False,False,True,3036,24,1,0,False,False,False,True
0,72,92,1,0,1,1,0,False,True,True,False,False,6624,1,3,0,False,False,False,True
0,45,105,0,1,1,1,0,True,False,False,False,True,4725,24,3,0,False,False,True,False
0,2,51,0,0,0,1,0,True,False,False,True,False,102,12,2,1,True,False,False,False
1,47,85,1,1,1,0,0,False,True,True,False,False,3995,1,2,0,False,False,True,False
0,28,20,1,1,1,0,0,True,False,False,True,False,560,12,2,0,False,False,True,False
0,72,21,1,0,1,0,0,True,False,True,False,False,1512,1,2,0,False,False,False,True
0,53,93,1,1,1,0,0,True,False,False,False,True,4929,24,2,0,False,False,False,True
0,72,26,1,1,1,0,0,False,True,True,False,False,1872,1,2,0,False,False,False,True
0,5,89,0,0,1,0,1,False,True,False,True,False,445,12,2,1,True,False,False,False
0,11,40,0,0,0,0,0,False,True,True,False,False,440,1,1,0,True,False,False,False
1,67,65,1,0,1,1,0,False,True,False,False,True,4355,24,3,0,False,False,False,True
0,12,81,1,0,1,1,1,False,True,True,False,False,972,1,3,0,True,False,False,False
0,41,73,1,0,1,1,1,False,True,False,False,True,2993,24,3,0,False,False,True,False
0,25,99,1,0,1,0,0,True,False,False,False,True,2475,24,2,0,False,False,True,False
1,15,89,0,0,1,1,0,True,False,False,False,True,1335,24,3,0,False,True,False,False
0,68,92,1,1,1,0,0,False,True,True,False,False,6256,1,2,0,False,False,False,True
0,41,20,0,1,1,1,0,False,True,False,True,False,820,12,3,0,False,False,True,False
0,10,74,0,1,1,1,0,False,True,True,False,False,740,1,3,0,True,False,False,False
0,51,83,1,0,1,1,0,True,False,False,True,False,4233,12,3,0,False,False,False,True
0,1,20,0,0,1,0,1,True,False,True,False,False,20,1,2,1,True,False,False,False
1,35,76,1,1,1,1,0,False,True,True,False,False,2660,1,3,0,False,False,True,False
0,1,85,1,0,1,0,1,True,False,False,False,True,85,24,2,1,True,False,False,False
1,14,79,0,0,1,1,0,False,True,False,False,True,1106,24,3,0,False,True,False,False
0,14,46,1,0,0,1,1,True,False,False,True,False,644,12,2,0,False,True,False,False
0,52,50,1,1,0,0,0,False,True,True,False,False,2600,1,1,0,False,False,False,True
0,1,19,0,0,1,1,1,True,False,False,False,True,19,24,3,1,True,False,False,False
0,34,104,1,1,1,0,0,True,False,True,False,False,3536,1,2,0,False,False,True,False
0,13,52,1,1,1,0,0,True,False,False,False,True,676,24,2,0,False,True,False,False
1,70,113,0,0,1,0,0,False,True,True,False,False,7910,1,2,0,False,False,False,True
0,1,74,0,0,1,0,1,False,True,True,False,False,74,1,2,1,True,False,False,False
0,35,20,0,1,1,1,0,True,False,False,False,True,700,24,3,0,False,False,True,False
0,57,50,0,0,0,1,0,False,True,True,False,False,2850,1,2,0,False,False,False,True
0,65,82,0,1,1,1,0,False,True,True,False,False,5330,1,3,0,False,False,False,True
0,12,45,0,0,1,1,0,False,True,True,False,False,540,1,3,0,True,False,False,False
0,19,88,1,0,1,1,0,True,False,False,False,True,1672,24,3,0,False,True,False,False
0,19,20,1,0,1,0,0,True,False,False,False,True,380,24,2,0,False,True,False,False
0,70,108,0,1,1,0,0,True,False,True,False,False,7560,1,2,0,False,False,False,True
0,53,91,0,0,1,1,0,False,True,True,False,False,4823,1,3,0,False,False,False,True
0,37,79,1,0,1,0,0,True,False,False,False,True,2923,24,2,0,False,False,True,False
0,1,34,1,1,0,1,0,False,True,False,False,True,34,24,2,1,True,False,False,False
0,2,30,1,0,0,0,1,False,True,True,False,False,60,1,1,1,True,False,False,False
1,2,44,0,0,1,0,0,False,True,True,False,False,88,1,2,1,True,False,False,False
1,24,93,1,0,1,0,1,False,True,True,False,False,2232,1,2,0,False,True,False,False
0,68,103,1,1,1,1,0,True,False,False,True,False,7004,12,3,0,False,False,False,True
0,1,24,1,1,0,0,0,True,False,False,True,False,24,12,1,1,True,False,False,False
0,57,87,1,0,1,0,0,False,True,True,False,False,4959,1,2,0,False,False,False,True
0,6,51,0,0,1,0,1,False,True,False,True,False,306,12,2,1,True,False,False,False
0,58,25,0,0,1,0,0,True,False,False,False,True,1450,24,2,0,False,False,False,True
0,72,89,1,1,1,0,0,True,False,False,True,False,6408,12,2,0,False,False,False,True
0,1,54,1,0,1,0,1,True,False,False,True,False,54,12,2,1,True,False,False,False
0,9,85,0,0,1,0,0,False,True,True,False,False,765,1,2,0,True,False,False,False
0,2,20,1,0,1,0,1,False,True,False,True,False,40,12,2,1,True,False,False,False
0,42,84,0,0,1,0,0,True,False,False,False,True,3528,24,2,0,False,False,True,False
0,71,59,0,1,0,1,0,False,True,True,False,False,4189,1,2,0,False,False,False,True
0,69,114,1,1,1,1,0,True,False,False,False,True,7866,24,3,0,False,False,False,True
0,43,105,0,0,1,0,1,False,True,True,False,False,4515,1,2,0,False,False,True,False
0,70,19,0,0,1,0,0,True,False,True,False,False,1330,1,2,0,False,False,False,True
0,1,19,1,1,1,1,1,False,True,False,True,False,19,12,3,1,True,False,False,False
0,55,104,0,1,1,0,0,True,False,True,False,False,5720,1,2,0,False,False,False,True
0,18,34,1,0,0,1,0,False,True,True,False,False,612,1,2,0,False,True,False,False
0,49,87,0,1,1,0,0,True,False,True,False,False,4263,1,2,0,False,False,False,True
0,67,111,1,1,1,1,1,False,True,False,False,True,7437,24,3,0,False,False,False,True
0,60,105,0,0,1,1,0,True,False,True,False,False,6300,1,3,0,False,False,False,True
